Bitcoin,Bitcoin,Bitcoin
Date,Price,Volume
1/4/2018,16954.7793,2283988962
1/5/2018,17172.30078,1412703790
1/6/2018,16228.16016,1309532650
1/7/2018,14976.16992,2166366561
1/8/2018,14468.5,1486802326
1/9/2018,14919.49023,2025083791
1/10/2018,13308.05957,2373494121
1/11/2018,13841.19043,1402292716
1/12/2018,14243.12012,1021352776
1/13/2018,13638.62988,1112590573
1/14/2018,13631.98047,1170462750
1/15/2018,11282.49023,3842651741
1/16/2018,11162.7002,3666978316
1/17/2018,11175.51953,2357251805
1/18/2018,11521.75977,1264875700
1/19/2018,12783.94043,1492721765
1/20/2018,11549.92969,1552755289
1/21/2018,10814.51953,1811992345
1/22/2018,10858.23047,1710180828
1/23/2018,11429.01953,1286435482
1/24/2018,11175.87012,1061064251
1/25/2018,11104.2002,1560135332
1/26/2018,11459.70996,1031091633
1/27/2018,11767.74023,1038153169
1/28/2018,11233.9502,920836244
1/29/2018,10107.25977,1720894077
1/30/2018,10226.86035,1230902973
1/31/2018,9114.719727,1964308989
2/1/2018,8870.820313,2768759876
2/2/2018,9251.269531,1253484523
2/3/2018,8218.049805,1413207410
2/4/2018,6937.080078,2534149181
2/5/2018,7701.25,3397596513
2/6/2018,7592.720215,2159765331
2/7/2018,8260.69043,1594673973
2/8/2018,8696.830078,1348072086
2/9/2018,8569.290039,1348923336
2/10/2018,8084.609863,1013771945
2/11/2018,8911.269531,1085921871
2/12/2018,8544.69043,853320352
2/13/2018,9485.639648,1220863360
2/14/2018,10033.75,1666668487
2/15/2018,10188.73047,1061827697
2/16/2018,11097.20996,1327921168
2/17/2018,10417.23047,1659704217
2/18/2018,11182.28027,1186535653
2/19/2018,11256.42969,1640343867
2/20/2018,10481.66016,1982721124
2/21/2018,9847.959961,1795951829
2/22/2018,10175.50977,1399448203
2/23/2018,9705.730469,1244484468
2/24/2018,9610.110352,793093192
2/25/2018,10326.5,1181729273
2/26/2018,10594.75977,1060840699
2/27/2018,10334.44043,1126074675
2/28/2018,10929.37012,952472120
3/1/2018,11043.12012,852908489
3/2/2018,11465.36035,812200126
3/3/2018,11504.41992,690727335
3/4/2018,11440.73047,791471905
3/5/2018,10735.4502,1210081181
3/6/2018,9928.55957,1858869115
3/7/2018,9316.719727,1492236089
3/8/2018,9252.759766,2081621422
3/9/2018,8797.269531,1084925795
3/10/2018,9544.839844,1374814644
3/11/2018,9142.150391,1435404200
3/12/2018,9160.120117,1228556284
3/13/2018,8217.700195,1385572511
3/14/2018,8268.410156,1519850464
3/15/2018,8283.230469,1082790136
3/16/2018,7883.450195,901939422
3/17/2018,8215.400391,1535519444
3/18/2018,8623.139648,1447812723
3/19/2018,8920.709961,1150462439
3/20/2018,8911.349609,991376396
3/21/2018,8724.980469,1023286566
3/22/2018,8934.799805,939997284
3/23/2018,8548.05957,827663165
3/24/2018,8472.839844,657643520
3/25/2018,8152.200195,1079038734
3/26/2018,7808.47998,930754990
3/27/2018,7959.779785,657712114
3/28/2018,7106.620117,1379180030
3/29/2018,6853.759766,1584675343
3/30/2018,6943.77002,915400590
3/31/2018,6835.839844,889887684
4/1/2018,7074.600098,748861435
4/2/2018,7434.299805,905326798
4/3/2018,6815.5,877199782
4/4/2018,6790.450195,777145174
4/5/2018,6634.859863,605651287
4/6/2018,6917.200195,564883141
4/7/2018,7049.919922,425825572
4/8/2018,6789.529785,901883664
4/9/2018,6871.069824,424510977
4/10/2018,6977.129883,450141340
4/11/2018,7927.72998,1490759969
4/12/2018,7899.109863,1171435820
4/13/2018,8022.509766,537286381
4/14/2018,8376.730469,570527804
4/15/2018,8079.77002,713471956
